Game 1: 0	0.21756386756896973	0.02056598663330078	0.003300905227661133	0.0007688999176025391	0.0001780986785888672	4.458427429199219e-05	1.3113021850585938e-05	5.245208740234375e-06	None
Game 2: 0	0.18193507194519043	0.022655963897705078	0.0032949447631835938	0.0005440711975097656	0.0001380443572998047	4.1961669921875e-05	1.3828277587890625e-05	5.9604644775390625e-06	None
Game 3: 0	0.19456696510314941	0.026381969451904297	0.004119157791137695	0.0008199214935302734	0.00017595291137695312	4.1961669921875e-05	1.4066696166992188e-05	5.7220458984375e-06	None
Game 4: 0	0.18070411682128906	0.022420883178710938	0.0028290748596191406	0.0006189346313476562	0.00017404556274414062	4.076957702636719e-05	1.3113021850585938e-05	5.0067901611328125e-06	None
Game 5: 0	0.18152093887329102	0.02255105972290039	0.0032958984375	0.0005450248718261719	0.00013899803161621094	4.076957702636719e-05	1.3113021850585938e-05	5.0067901611328125e-06	None
Game 6: 0	0.1689300537109375	0.02075505256652832	0.003153085708618164	0.0007550716400146484	0.0001468658447265625	4.482269287109375e-05	1.4066696166992188e-05	5.9604644775390625e-06	None
Game 7: 0	0.18096184730529785	0.02259373664855957	0.003278970718383789	0.0005438327789306641	0.00013899803161621094	4.100799560546875e-05	1.3113021850585938e-05	6.198883056640625e-06	None
Game 8: 0	0.19401216506958008	0.026187896728515625	0.004111051559448242	0.0008220672607421875	0.00017404556274414062	4.1961669921875e-05	1.5020370483398438e-05	4.76837158203125e-06	None
Game 9: 0	0.18037080764770508	0.02240586280822754	0.002832174301147461	0.0006189346313476562	0.00017261505126953125	4.100799560546875e-05	1.3828277587890625e-05	4.76837158203125e-06	None
Game 10: 0	0.1818530559539795	0.02250981330871582	0.003361940383911133	0.0005500316619873047	0.00014400482177734375	4.1961669921875e-05	1.2874603271484375e-05	5.0067901611328125e-06	None
Game 11: 0	0.19402813911437988	0.02614593505859375	0.004141092300415039	0.0008208751678466797	0.00017404556274414062	4.1961669921875e-05	1.4066696166992188e-05	5.245208740234375e-06	None
Game 12: 0	0.19345903396606445	0.027554988861083984	0.0045299530029296875	0.0008208751678466797	0.00018095970153808594	4.506111145019531e-05	1.4066696166992188e-05	5.245208740234375e-06	None
Game 13: 0	0.16702914237976074	0.020527124404907227	0.0031189918518066406	0.0007479190826416016	0.00014591217041015625	4.410743713378906e-05	1.2874603271484375e-05	4.76837158203125e-06	None
Game 14: 0	0.1933910846710205	0.02622675895690918	0.00431370735168457	0.0006949901580810547	0.00017523765563964844	4.100799560546875e-05	1.2636184692382812e-05	5.9604644775390625e-06	None
Game 15: 0	0.18016815185546875	0.022463083267211914	0.002834320068359375	0.00061798095703125	0.00017309188842773438	4.00543212890625e-05	1.3113021850585938e-05	5.0067901611328125e-06	None
Game 16: 0	0.1685800552368164	0.020833969116210938	0.003144979476928711	0.0007541179656982422	0.00014591217041015625	4.482269287109375e-05	1.4066696166992188e-05	5.9604644775390625e-06	None
Game 17: 0	0.19435906410217285	0.026406049728393555	0.004379987716674805	0.0006961822509765625	0.00017499923706054688	4.100799560546875e-05	1.2874603271484375e-05	4.76837158203125e-06	None
Game 18: 0	0.19317889213562012	0.02605581283569336	0.004308938980102539	0.0006928443908691406	0.0001747608184814453	4.100799560546875e-05	1.4066696166992188e-05	5.245208740234375e-06	None
Game 19: 0	0.18056082725524902	0.022429227828979492	0.0028290748596191406	0.0006220340728759766	0.00017309188842773438	4.029273986816406e-05	1.3113021850585938e-05	5.245208740234375e-06	None
Game 20: 0	0.1817619800567627	0.022491931915283203	0.0033071041107177734	0.0005450248718261719	0.00013899803161621094	4.100799560546875e-05	1.2874603271484375e-05	5.0067901611328125e-06	None
Game 21: 0	0.181365966796875	0.022437334060668945	0.002835988998413086	0.0006222724914550781	0.0001728534698486328	4.076957702636719e-05	1.2874603271484375e-05	5.245208740234375e-06	None
